Unnamed: 0,price,bed,bath,feet,address,new_flag,link,company,original_str,red_address,latitude,longitude,distance
0,1195000,0.0,2.0,2160.0,"2211 Harman St,Flushing, NY 11385",True,https://www.trulia.com/p/ny/flushing/2211-harman-st-flushing-ny-11385--2010111921,"COMPASS GREATER NY, LLC","NEW - 1 MIN AGO
© Google
$1,195,000
Studio
2ba
2,160 sqft
2211 Harman St,
Flushing, NY 11385
LISTING BY: COMPASS GREATER NY, LLC","2211 Harman St,Flushing, NY 11385",,,
1,795000,1.0,1.0,500.0,"524 E 72nd St #25F,New York, NY 10021",True,https://www.trulia.com/p/ny/new-york/524-e-72nd-st-25f-new-york-ny-10021--2088856861,SOTHEBY'S INTERNATIONAL REALTY,"NEW - 19 MIN AGO
$795,000
1bd
1ba
500 sqft
524 E 72nd St #25F,
New York, NY 10021
LISTING BY: SOTHEBY'S INTERNATIONAL REALTY","524 E 72nd St New York, NY 10021",40.765954699999995,-73.9523973368565,2.512940661818197
2,1275000,2.0,2.0,1056.0,"245 E 93rd St #12C,New York, NY 10128",True,https://www.trulia.com/p/ny/new-york/245-e-93rd-st-12c-new-york-ny-10128--2088915243,DOUGLAS ELLIMAN,"NEW
OPEN SUN, 11-12PM
$1,275,000
2bd
2ba
1,056 sqft
245 E 93rd St #12C,
New York, NY 10128
LISTING BY: DOUGLAS ELLIMAN","245 E 93rd St New York, NY 10128",40.7827156,-73.9484523,1.694721253991745
3,460000,2.0,1.0,900.0,"104-20 68th Dr #A-41,Queens, NY 11375",True,https://www.trulia.com/p/ny/queens/104-20-68th-dr-a-41-queens-ny-11375--2481333156,RK CAPITAL GROUP LLC,"NEW - 19 MIN AGO
$460,000
2bd
1ba
900 sqft
104-20 68th Dr #A-41,
Queens, NY 11375
LISTING BY: RK CAPITAL GROUP LLC","104-20 68th Dr Queens, NY 11375",40.7245632,-73.8488192,12.122531352606925
4,168888,0.0,1.0,1400.0,"1514 86th St,Brooklyn, NY 11228",True,https://www.trulia.com/p/ny/brooklyn/1514-86th-st-brooklyn-ny-11228--2224587428,REMAX REAL ESTATE PROFESSIONALS,"NEW - 19 MIN AGO
$168,888
Studio
1ba
1,400 sqft
1514 86th St,
Brooklyn, NY 11228
LISTING BY: REMAX REAL ESTATE PROFESSIONALS","1514 86th St,Brooklyn, NY 11228",40.6110324,-74.0092303,19.636219940875073
5,2005000,2.0,2.0,1409.0,"180 Front St #10F,Brooklyn, NY 11201",True,https://www.trulia.com/p/ny/brooklyn/180-front-st-10f-brooklyn-ny-11201--2568100923,CIM / LIVWRK,"NEW - 19 MIN AGO
$2,005,000
2bd
2ba
1,409 sqft
180 Front St #10F,
Brooklyn, NY 11201
LISTING BY: CIM / LIVWRK","180 Front St Brooklyn, NY 11201",40.7025705,-73.9915423,9.37198182734684
6,1399999,11.0,6.0,,"6812 13th Ave,Brooklyn, NY 11219",True,https://www.trulia.com/p/ny/brooklyn/6812-13th-ave-brooklyn-ny-11219--2009743595,EXIT REALTY TOP PROPERTIES,"NEW - 21 MIN AGO
$1,399,999
11bd
6ba
6812 13th Ave,
Brooklyn, NY 11219
LISTING BY: EXIT REALTY TOP PROPERTIES","6812 13th Ave,Brooklyn, NY 11219",40.6240129,-74.0039141,18.139085196226436
7,625000,0.0,1.0,,"165 W End Ave #12G,New York, NY 10023",True,https://www.trulia.com/p/ny/new-york/165-w-end-ave-12g-new-york-ny-10023--2332913085,THE AGENCY,"NEW
OPEN SUN, 11-1PM
$625,000
Studio
1ba
165 W End Ave #12G,
New York, NY 10023
LISTING BY: THE AGENCY","165 W End Ave New York, NY 10023",40.77702175,-73.98704736859827,1.8197130435037163
8,1250000,1.0,2.0,1025.0,"44 W 62nd St #A,New York, NY 10023",True,https://www.trulia.com/p/ny/new-york/44-w-62nd-st-a-new-york-ny-10023--2224961617,SOTHEBY'S INTERNATIONAL REALTY,"NEW
OPEN SUN, 2:45-4PM
$1,250,000
1bd
2ba
1,025 sqft
44 W 62nd St #A,
New York, NY 10023
LISTING BY: SOTHEBY'S INTERNATIONAL REALTY","44 W 62nd St New York, NY 10023",40.770708049999996,-73.98315791933842,2.0316158275994414
9,334000,1.0,1.0,855.0,"7101 Colonial Rd #R1E,Brooklyn, NY 11209",True,https://www.trulia.com/p/ny/brooklyn/7101-colonial-rd-r1e-brooklyn-ny-11209--2478873527,MOMENTUM REAL ESTATE LLC,"NEW - 28 MIN AGO
$334,000
1bd
1ba
855 sqft
7101 Colonial Rd #R1E,
Brooklyn, NY 11209
LISTING BY: MOMENTUM REAL ESTATE LLC","7101 Colonial Rd Brooklyn, NY 11209",40.6351361,-74.032009,17.501245801757037
10,999000,8.0,6.0,3097.0,"2132 E 69th St,Brooklyn, NY 11234",True,https://www.trulia.com/p/ny/brooklyn/2132-e-69th-st-brooklyn-ny-11234--2089023968,REMAX CITY SQUARE,"NEW - 40 MIN AGO
$999,000
8bd
6ba
3,097 sqft
2132 E 69th St,
Brooklyn, NY 11234
LISTING BY: REMAX CITY SQUARE","2132 E 69th St,Brooklyn, NY 11234",40.61793995,-73.90832267766513,19.241147448522252
11,798000,1.0,1.0,810.0,"135 E 39th St #6D,New York, NY 10016",True,https://www.trulia.com/p/ny/new-york/135-e-39th-st-6d-new-york-ny-10016--2478586422,BERKSHIRE HATHAWAY HOMESERVICES NEW YORK PROPERTIES,"NEW
OPEN SUN, 12:30-2PM
$798,000
1bd
1ba
810 sqft
135 E 39th St #6D,
New York, NY 10016
LISTING BY: BERKSHIRE HATHAWAY HOMESERVICES NEW YORK PROPERTIES","135 E 39th St New York, NY 10016",40.7494662,-73.97681310309953,4.0211038175446605
12,1625000,6.0,6.0,,"45-16 48th St #6FAM,Woodside, NY 11377",True,https://www.trulia.com/p/ny/woodside/45-16-48th-st-6fam-woodside-ny-11377--2625440298,MODERN SPACES,"NEW - 40 MIN AGO
$1,625,000
6bd
6ba
45-16 48th St #6FAM,
Woodside, NY 11377
LISTING BY: MODERN SPACES","45-16 48th St Woodside, NY 11377",,,
13,1750000,1.0,1.0,748.0,"100 Vandam St #13B,New York, NY 10013",True,https://www.trulia.com/p/ny/new-york/100-vandam-st-13b-new-york-ny-10013--2625440297,SERHANT.,"NEW - 40 MIN AGO
$1,750,000
1bd
1ba
748 sqft
100 Vandam St #13B,
New York, NY 10013
LISTING BY: SERHANT.","100 Vandam St New York, NY 10013",40.726547,-74.00869868649553,7.342557971844019
14,170000,0.0,1.0,,"125-10 Queens Blvd #25,Kew Gardens, NY 11415",True,https://www.trulia.com/p/ny/kew-gardens/125-10-queens-blvd-25-kew-gardens-ny-11415--2625381847,DOUGLAS ELLIMAN,"NEW
OPEN SUN, 1-2:30PM
$170,000
Studio
1ba
125-10 Queens Blvd #25,
Kew Gardens, NY 11415
LISTING BY: DOUGLAS ELLIMAN","125-10 Queens Blvd Kew Gardens, NY 11415",40.7123428,-73.8265381,14.441977949800908
15,337000,1.0,1.0,800.0,"138-10 Franklin Ave #10J,Flushing, NY 11355",True,https://www.trulia.com/p/ny/flushing/138-10-franklin-ave-10j-flushing-ny-11355--2619048173,AAA YOUNG SHUEN REALTY INC.,"NEW - 40 MIN AGO
$337,000
1bd
1ba
800 sqft
138-10 Franklin Ave #10J,
Flushing, NY 11355
LISTING BY: AAA YOUNG SHUEN REALTY INC.","138-10 Franklin Ave Flushing, NY 11355",40.75451175,-73.82559235687879,12.516595108306742
16,3150000,10.0,10.0,,"26-27 28th St #2627,Astoria, NY 11102",True,https://www.trulia.com/p/ny/astoria/26-27-28th-st-2627-astoria-ny-11102--2535719490,MODERN SPACES,"NEW - 40 MIN AGO
$3,150,000
10bd
10ba
26-27 28th St #2627,
Astoria, NY 11102
LISTING BY: MODERN SPACES","26-27 28th St Astoria, NY 11102",40.7700137,-73.9213446,4.30179866441498
17,649999,3.0,2.0,1472.0,"251 Lamport Blvd,Staten Island, NY 10305",True,https://www.trulia.com/p/ny/staten-island/251-lamport-blvd-staten-island-ny-10305--2008761043,WEICHERT REALTORS EVOLUTION GROUP,"NEW
OPEN SAT, 12-3PM
$649,999
3bd
2ba
1,472 sqft
251 Lamport Blvd,
Staten Island, NY 10305
LISTING BY: WEICHERT REALTORS EVOLUTION GROUP","251 Lamport Blvd,Staten Island, NY 10305",40.5926396,-74.07564757817761,23.21840927379971
18,1099999,3.0,1.0,2208.0,"113 Glenwood Ave,Staten Island, NY 10301",True,https://www.trulia.com/p/ny/staten-island/113-glenwood-ave-staten-island-ny-10301--2008721181,"NEUHAUS REALTY, INC.","NEW - 1 HR AGO
$1,099,999
3bd
1ba
2,208 sqft
113 Glenwood Ave,
Staten Island, NY 10301
LISTING BY: NEUHAUS REALTY, INC.","113 Glenwood Ave,Staten Island, NY 10301",40.61680205,-74.10166136482397,21.824533595423866
19,279000,0.0,,1320.0,"10220 187th St,Jamaica, NY 11423",True,https://www.trulia.com/p/ny/jamaica/10220-187th-st-jamaica-ny-11423--2010209926,SOWAE CORP,"NEW - 1 HR AGO
$279,000
Studio
1,320 sqft
10220 187th St,
Jamaica, NY 11423
LISTING BY: SOWAE CORP","10220 187th St,Jamaica, NY 11423",,,
20,688000,3.0,2.0,1050.0,"956 79th St #2B,Brooklyn, NY 11228",True,https://www.trulia.com/p/ny/brooklyn/956-79th-st-2b-brooklyn-ny-11228--2009814870,BROWN HARRIS STEVENS,"NEW
OPEN SUN, 12-1:30PM
$688,000
3bd
2ba
1,050 sqft
956 79th St #2B,
Brooklyn, NY 11228
LISTING BY: BROWN HARRIS STEVENS","956 79th St Brooklyn, NY 11228",40.62264657142857,-74.017635,18.514997542911708
21,385000,1.0,1.0,875.0,"10914 Ascan Ave #4O,Flushing, NY 11375",True,https://www.trulia.com/p/ny/flushing/10914-ascan-ave-4o-flushing-ny-11375--2177438363,EXP REALTY NYC,"NEW - 2 HRS AGO
$385,000
1bd
1ba
875 sqft
10914 Ascan Ave #4O,
Flushing, NY 11375
LISTING BY: EXP REALTY NYC","10914 Ascan Ave Flushing, NY 11375",,,
22,270000,1.0,1.0,770.0,"770 sqft740 E 32nd St #C7,",True,https://www.trulia.com/p/ny/brooklyn/740-e-32nd-st-c7-brooklyn-ny-11210--2332074321, 11210,"NEW
OPEN FRI, 10-8:30PM
FOR SALE BY OWNER
$270,000
1bd
1ba
770 sqft
740 E 32nd St #C7,
Brooklyn, NY 11210",770 sqft740 E 32nd St ,,,
23,999000,7.0,2.0,2200.0,"1578 E 96th St,Brooklyn, NY 11236",True,https://www.trulia.com/p/ny/brooklyn/1578-e-96th-st-brooklyn-ny-11236--2089035499,EXCELL CHOICE REALTY,"NEW - 2 HRS AGO
© Google
$999,000
7bd
2ba
2,200 sqft
1578 E 96th St,
Brooklyn, NY 11236
LISTING BY: EXCELL CHOICE REALTY","1578 E 96th St,Brooklyn, NY 11236",40.634598100000005,-73.8922555719189,17.90439224035615
24,1200000,5.0,3.0,2250.0,"7220 Avenue W,Brooklyn, NY 11234",True,https://www.trulia.com/p/ny/brooklyn/7220-avenue-w-brooklyn-ny-11234--2158709631,COMPASS,"NEW
$1,200,000
5bd
3ba
2,250 sqft
7220 Avenue W,
Brooklyn, NY 11234
LISTING BY: COMPASS","7220 Avenue W,Brooklyn, NY 11234",40.6171533,-73.90242315,19.46213240964908
25,479000,2.0,1.0,750.0,"52-54 65th Pl #1J,Queens, NY 11378",True,https://www.trulia.com/p/ny/queens/52-54-65th-pl-1j-queens-ny-11378--2545728427,NEST SEEKERS INTERNATIONAL,"NEW - 2 HRS AGO
$479,000
2bd
1ba
750 sqft
52-54 65th Pl #1J,
Queens, NY 11378
LISTING BY: NEST SEEKERS INTERNATIONAL","52-54 65th Pl Queens, NY 11378",40.7320141,-73.9003198,8.226666299273173
26,1375000,3.0,3.0,1777.0,"531 Main St #1702,New York, NY 10044",True,https://www.trulia.com/p/ny/new-york/531-main-st-1702-new-york-ny-10044--2624631037,CORCORAN,"NEW
OPEN SUN, 12-2PM
$1,375,000
3bd
3ba
1,777 sqft
531 Main St #1702,
New York, NY 10044
LISTING BY: CORCORAN","531 Main St New York, NY 10044",42.03773445454546,-77.7695880909091,346.89854680616145
